,Order ID,Order Date,Country,City,Branch,Lat,Lng,Customer First Name,Customer Last Name,Email,Phone Number,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Status
13650,13647.0,15/6/2023,Syria,Damascus,ds02,33.5146,36.3084,Fahd,Abu nasir,fahd.abu nasir@mail.com,Tel: 5047309984,Gaming Console,Microsoft Xbox,Xbox Series S,B112,1.0,299.0,14.95,True
13651,13648.0,15/6/2023,USA,New York,ny02,40.7312,-73.9998,Ali,Alealiu,ali.alealiu@mail.com,Tel: 5212039719,Headphones,Sony WH,Sony WH-CH710N,D873,2.0,129.0,10.32,True
13652,13649.0,15/6/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Rima,Almtlq,rima.almtlq@mail.com,Tel: 5481801657,Tablet,Samsung Galaxy Tab,Galaxy Tab A7,I876,1.0,179.0,3.58,True
13653,13650.0,15/6/2023,United Arab Emirates,Fujairah,fj01,25.1286,56.3242,Fadi,Albaghdadi,fadi.albaghdadi@mail.com,Tel: 5142410123,Digital Camera,Canon EOS R Series,Canon EOS R,I036,1.0,1299.0,38.97,True
13654,13651.0,15/6/2023,Syria,Damascus,ds02,33.5146,36.3084,Muhamad,Alnuwri,muhamad.alnuwri@mail.com,Tel: 5235154495,Laptop,ASUS ROG,ASUS ROG Strix Scar 17,N658,1.0,1999.0,139.93,False
13655,13652.0,15/6/2023,Egypt,Cairo,cr03,30.0444,31.2357,Ali,Eubayd,ali.eubayd@mail.com,Tel: 5519821901,Tablet,Samsung Galaxy Tab,Galaxy Tab S8,J885,1.0,649.0,19.47,True
13656,13653.0,15/6/2023,France,Paris,ps02,48.8566,2.3522,Alaa,Kashik,alaa.kashik@mail.com,Tel: 5441577552,Digital Camera,Panasonic Lumix,Panasonic Lumix GH5,J194,1.0,1299.0,129.9,False
13657,13654.0,15/6/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Jihan,Saeid,jihan.saeid@mail.com,Tel: 5373189085,Smartwatch,Garmin Fenix,Garmin Fenix 7,E365,1.0,699.0,13.98,False
13658,13655.0,15/6/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Tala,Shakir,tala.shakir@mail.com,Tel: 5250181395,Smart Speaker,Google Nest Hub,Google Nest Hub Max,C068,1.0,229.0,6.87,True
13659,13656.0,15/6/2023,USA,Washington,wh01,38.9072,-77.0369,Ahmad,Alakhris,ahmad.alakhris@mail.com,Tel: 5840011079,Smart Speaker,JBL Link,JBL Link 20,B938,1.0,99.0,1.98,False
13660,13657.0,15/6/2023,Saudi Arabia,Riyadh,rd01,24.7136,46.6753,Amani,Almunzilijiu,amani.almunzilijiu@mail.com,Tel: 5285625378,Laptop,Dell XPS,XPS 13,S190,1.0,1299.0,90.93,True
13661,13658.0,15/6/2023,United Arab Emirates,Dubai,db02,25.2048,55.2708,Lujin,Murad,lujin.murad@mail.com,Tel: 5293373931,Digital Camera,Sony Cyber-shot,Sony Cyber-shot HX99,A557,1.0,499.0,9.98,True
13662,13659.0,15/6/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Lamia,Abuhamd,lamia.abuhamd@mail.com,Tel: 5965688014,Fitness Tracker,Garmin Approach,Garmin Approach S12,P950,1.0,199.0,13.93,True
13663,13660.0,15/6/2023,Egypt,Asyut,at01,27.1809,31.1837,Emam,Shiah,emam.shiah@mail.com,Tel: 5366364491,Smart Speaker,Sonos One,Sonos Move,L106,3.0,399.0,107.73,False
13664,13661.0,15/6/2023,Saudi Arabia,Riyadh,rd02,24.7743,46.7386,Muhamad,Nuna,muhamad.nuna@mail.com,Tel: 5712747304,Smartwatch,Fossil Gen,Fossil Gen 5E,L028,2.0,199.0,11.94,True
13665,13662.0,15/6/2023,United Arab Emirates,Dubai,db02,25.2048,55.2708,Ahmad,Altibae,ahmad.altibae@mail.com,Tel: 5493431037,Smartphone,OnePlus,OnePlus 9 Pro,M680,1.0,899.0,89.9,True
13666,13663.0,15/6/2023,Syria,Aleppo,al01,36.2021,37.1343,Razan,Muhamad,razan.muhamad@mail.com,Tel: 5598347296,Smartwatch,Garmin Venu,Garmin Venu 2S,Q115,2.0,349.0,27.92,False
13667,13664.0,15/6/2023,Syria,Aleppo,al01,36.2021,37.1343,Tariq,Bajubuj,tariq.bajubuj@mail.com,Tel: 5124519110,Digital Camera,Panasonic Lumix,Panasonic Lumix S1H,G087,1.0,3499.0,349.9,False
13668,13665.0,15/6/2023,Egypt,Cairo,cr03,30.0444,31.2357,Rim,Aleasimii,rim.aleasimii@mail.com,Tel: 5403692422,Fitness Tracker,Withings Move,Withings Move ECG,J457,1.0,129.0,3.87,False
13669,13666.0,15/6/2023,Syria,Homs,hs01,34.7326,36.7136,Ali,Basil,ali.basil@mail.com,Tel: 5843912768,Headphones,Bose SoundSport,Bose SoundSport Free,G667,1.0,179.0,12.53,True
13670,13667.0,15/6/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Lamia,Aldubbas,lamia.aldubbas@mail.com,Tel: 5586249017,Smart Speaker,Amazon Echo,Echo Dot (4th Gen),T067,2.0,49.0,7.84,False
13671,13668.0,15/6/2023,USA,New York,ny03,40.7498,-73.9814,Majd,Dubus,majd.dubus@mail.com,Tel: 5721921864,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,R159,13.0,179.0,232.7,True
13672,13669.0,15/6/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Ayham,Rashwani,ayham.rashwani@mail.com,Tel: 5626235554,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),G451,3.0,249.0,52.29,True
13673,13670.0,15/6/2023,USA,New York,ny03,40.7498,-73.9814,Rima,Alqalish,rima.alqalish@mail.com,Tel: 5568658558,Laptop,Lenovo Legion,Lenovo Legion 5,Y446,1.0,1099.0,98.91,True
13674,13671.0,15/6/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Muhamad,Alhidad,muhamad.alhidad@mail.com,Tel: 5081847199,Gaming Console,Sony PlayStation,PlayStation 4 Slim,A470,1.0,299.0,5.98,True
13675,13672.0,15/6/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Ranya,Jameah,ranya.jameah@mail.com,Tel: 5586619638,Smartphone,Oppo Find,Oppo Find X4 Neo,Z509,1.0,549.0,21.96,True
13676,13673.0,15/6/2023,Syria,Homs,hs01,34.7326,36.7136,Fatnh,Abuhani,fatnh.abuhani@mail.com,Tel: 5947528504,Fitness Tracker,Huawei Band,Huawei Band 4 Pro,I917,1.0,49.0,4.9,False
13677,13674.0,15/6/2023,Egypt,Asyut,at01,27.1809,31.1837,Muhamad,Suqbani,muhamad.suqbani@mail.com,Tel: 5207447048,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,Z125,1.0,249.0,7.47,False
13678,13675.0,15/6/2023,France,Paris,ps01,48.8566,2.3522,Shilan,Almaseud,shilan.almaseud@mail.com,Tel: 5190121239,VR Headset,Oculus Rift,Oculus Rift S,W207,4.0,399.0,63.84,True
13679,13676.0,15/6/2023,USA,Washington,wh01,38.9072,-77.0369,Sayf aldiyn,Sakar,sayf aldiyn.sakar@mail.com,Tel: 5775213449,Smartphone,Xiaomi Mi,Xiaomi Mi 12,W669,1.0,799.0,0.0,True
13680,13677.0,15/6/2023,Syria,Aleppo,al01,36.2021,37.1343,Ayat,Muhamad,ayat.muhamad@mail.com,Tel: 5362331988,Smartwatch,Apple Watch,Apple Watch SE,H868,1.0,279.0,11.16,True
13681,13678.0,15/6/2023,Egypt,Cairo,cr02,30.0444,31.2357,Sami,Basil,sami.basil@mail.com,Tel: 5293114769,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,B608,1.0,799.0,0.0,True
13682,13679.0,15/6/2023,Morocco,Casablanca,cs01,33.5731,7.5898,Sami,Abu fakhar,sami.abu fakhar@mail.com,Tel: 5059400206,Headphones,Jabra Elite,Jabra Elite 75t,B692,1.0,179.0,16.11,True
13683,13680.0,15/6/2023,Saudi Arabia,Dammam,dm01,26.3927,49.9777,Bayan,Alnisrin,bayan.alnisrin@mail.com,Tel: 5185498723,Laptop,Acer Swift,Acer Swift 5,R252,1.0,999.0,99.9,True
13684,13681.0,15/6/2023,Saudi Arabia,Riyadh,rd02,24.7743,46.7386,Rima,Albarghali,rima.albarghali@mail.com,Tel: 5924965206,Smart Speaker,Bose Home Speaker,Bose Home Speaker 300,E484,2.0,199.0,0.0,False
13685,13682.0,15/6/2023,United Arab Emirates,Abu Dhabi,ad03,24.4539,54.3773,Muhamad,Saeid alzarey,muhamad.saeid alzarey@mail.com,Tel: 5846936613,Tablet,Samsung Galaxy Tab,Galaxy Tab A8,A608,1.0,199.0,9.95,True
13686,13683.0,15/6/2023,Syria,Homs,hs01,34.7326,36.7136,Salim,Khalid,salim.khalid@mail.com,Tel: 5371457862,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,E484,3.0,1199.0,251.79,False
13687,13684.0,15/6/2023,USA,Washington,wh01,38.9072,-77.0369,Zahir,Kafa,zahir.kafa@mail.com,Tel: 5700742247,Smartwatch,Huawei Watch,Huawei Watch Fit 2 Pro,Y716,1.0,129.0,3.87,False
13688,13685.0,15/6/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Eubay,Salih,eubay.salih@mail.com,Tel: 5606741611,Tablet,Samsung Galaxy Tab S,Galaxy Tab S8+,K044,12.0,749.0,359.52,False
13689,13686.0,15/6/2023,United Arab Emirates,Abu Dhabi,ad03,24.4539,54.3773,Muhamad,Kharbutli,muhamad.kharbutli@mail.com,Tel: 5473631381,Fitness Tracker,Amazfit Bip,Amazfit Bip S,R041,1.0,49.0,3.43,True
13690,13687.0,15/6/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Abd alruhmin,Malik,abd alruhmin.malik@mail.com,Tel: 5600595166,Tablet,Samsung Galaxy Tab,Galaxy Tab S7,Y716,1.0,649.0,0.0,True
13691,13688.0,15/6/2023,France,Paris,ps01,48.8566,2.3522,Thayir,Shaykh,thayir.shaykh@mail.com,Tel: 5126627003,Digital Camera,Panasonic Lumix,Panasonic Lumix S1H,Y270,3.0,3499.0,419.88,True
13692,13689.0,15/6/2023,USA,Washington,wh01,38.9072,-77.0369,Muhamad,Alhamid,muhamad.alhamid@mail.com,Tel: 5268116126,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),B938,1.0,249.0,22.41,True
13693,13690.0,15/6/2023,United Arab Emirates,Dubai,db02,25.2048,55.2708,Muhamad,Khayr,muhamad.khayr@mail.com,Tel: 5802898747,Headphones,Anker Soundcore,Anker Soundcore Liberty Air Pro,Y087,1.0,99.0,1.98,False
13694,13691.0,15/6/2023,Syria,Damascus,ds02,33.5146,36.3084,Rita,Sadqawi,rita.sadqawi@mail.com,Tel: 5226681404,Headphones,Sony WH,Sony WH-CH710N,Y716,2.0,129.0,20.64,True
13695,13692.0,15/6/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Muhamad,Aljabaan,muhamad.aljabaan@mail.com,Tel: 5668580777,Tablet,Lenovo Tab,Lenovo Tab M10 FHD Plus,Z826,2.0,229.0,45.8,True
13696,13693.0,15/6/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Faras,Alshshatim,faras.alshshatim@mail.com,Tel: 5079605562,Laptop,ASUS ROG,ASUS ROG Flow Z13,X610,4.0,2499.0,399.84,True
13697,13694.0,15/6/2023,Syria,Homs,hs01,34.7326,36.7136,Dana,Alsaeid,dana.alsaeid@mail.com,Tel: 5766603758,Tablet,Samsung Galaxy Tab,Galaxy Tab A7,Y332,2.0,179.0,7.16,True
13698,13695.0,15/6/2023,Saudi Arabia,Riyadh,rd03,24.7743,46.7386,Kholoud,Asead,kholoud.asead@mail.com,Tel: 5461339862,Laptop,HP Pavilion,HP Pavilion x360,C787,1.0,649.0,38.94,True
13699,13696.0,15/6/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Abd allatif,Alhizae,abd allatif.alhizae@mail.com,Tel: 5908275061,Smart Speaker,Sonos One,Sonos One SL,L106,1.0,179.0,3.58,False
13700,13697.0,15/6/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Lilas,Aljabr,lilas.aljabr@mail.com,Tel: 5016823769,Fitness Tracker,Fitbit Charge,Fitbit Charge 4,Z260,3.0,149.0,44.7,False
13701,13698.0,15/6/2023,United Arab Emirates,Abu Dhabi,ad02,24.4764,54.3705,Dia,Ebdalwahd,dia.ebdalwahd@mail.com,Tel: 5596671516,Smartphone,OnePlus,OnePlus Nord CE 5G,O251,1.0,349.0,6.98,False
13702,13699.0,15/6/2023,USA,Las Vegas,lv01,36.1699,-115.1398,Bashaer,Mukiin,bashaer.mukiin@mail.com,Tel: 5081204606,Gaming Console,Microsoft Xbox,Xbox One X,B099,1.0,299.0,0.0,False
13703,13700.0,15/6/2023,Syria,Damascus,ds02,33.5146,36.3084,Ahmad,Shakir,ahmad.shakir@mail.com,Tel: 5298017408,Headphones,Anker Soundcore,Anker Soundcore Liberty Air 2 Pro,I470,1.0,99.0,9.9,True
13704,13701.0,15/6/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Safa,Lulu,safa.lulu@mail.com,Tel: 5746211951,Laptop,Microsoft Surface,Surface Book 3,J501,8.0,1599.0,639.6,True
13705,13702.0,15/6/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Dana,Nabulsi,dana.nabulsi@mail.com,Tel: 5650744442,Smartphone,Apple iPhone,iPhone 12,Y684,1.0,899.0,17.98,False
13706,13703.0,15/6/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Tariq,Hamuwd,tariq.hamuwd@mail.com,Tel: 5232228198,Tablet,Amazon Fire HD,Amazon Fire HD 8 Plus,K406,2.0,129.0,15.48,True
13707,13704.0,15/6/2023,Syria,Homs,hs01,34.7326,36.7136,Sultan,Alsiyah,sultan.alsiyah@mail.com,Tel: 5406162420,Smart Speaker,Bose Home Speaker,Bose Home Speaker 500,N710,1.0,299.0,20.93,True
13708,13705.0,15/6/2023,USA,Las Vegas,lv02,36.1673,-115.1492,Dana,Ghunum,dana.ghunum@mail.com,Tel: 5330699633,Smartphone,OnePlus,OnePlus 9 Pro,O247,8.0,899.0,719.2,True
13709,13706.0,15/6/2023,France,Paris,ps01,48.8566,2.3522,Anwar,Mius,anwar.mius@mail.com,Tel: 5725729351,Laptop,HP Pavilion,HP Pavilion 15,W242,4.0,799.0,63.92,True
13710,13707.0,15/6/2023,Egypt,Cairo,cr02,30.0444,31.2357,Muhamad,Mikayiylian,muhamad.mikayiylian@mail.com,Tel: 5543199489,Smart Speaker,Bose Home Speaker,Bose Home Speaker 300,Y672,1.0,199.0,5.97,True
13711,13708.0,15/6/2023,Saudi Arabia,Aseer,as01,18.2311,42.5004,Muhamad,Bajubuj,muhamad.bajubuj@mail.com,Tel: 5445007634,Smartwatch,Samsung Galaxy,Galaxy Watch 4,F344,1.0,349.0,10.47,True
13712,13709.0,15/6/2023,Syria,Aleppo,al01,36.2021,37.1343,Muhamad,Alsydawi,muhamad.alsydawi@mail.com,Tel: 5597152433,Tablet,Lenovo Tab,Lenovo Tab P11 Pro,E301,2.0,499.0,79.84,False
13713,13710.0,15/6/2023,USA,New York,ny01,40.7128,-74.006,Eamra,Abu ghazy,eamra.abu ghazy@mail.com,Tel: 5254675436,Fitness Tracker,Withings Move,Withings Move ECG,P344,1.0,129.0,12.9,True
13714,13711.0,15/6/2023,Egypt,Cairo,cr03,30.0444,31.2357,Habib,Aleass,habib.aleass@mail.com,Tel: 5785512485,Smartphone,OnePlus,OnePlus Nord CE 5G,I876,1.0,349.0,17.45,True
13715,13712.0,15/6/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Ridwan,Ahmad,ridwan.ahmad@mail.com,Tel: 5002583460,Gaming Console,Retro Console,Super NES Classic,E754,1.0,99.0,9.9,True
13716,13713.0,15/6/2023,Egypt,Cairo,cr02,30.0444,31.2357,Ibrahim,Alshahrur,ibrahim.alshahrur@mail.com,Tel: 5566558484,Digital Camera,Canon EOS R Series,Canon EOS R5,V472,1.0,3999.0,319.92,False
13717,13714.0,15/6/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Lamia,Alghan,lamia.alghan@mail.com,Tel: 5937016186,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,O251,1.0,1299.0,25.98,True
13718,13715.0,15/6/2023,USA,Washington,wh01,38.9072,-77.0369,Abdalmjid,Alsydawi,abdalmjid.alsydawi@mail.com,Tel: 5019741517,Smart Speaker,Amazon Echo,Echo Show 8,C787,1.0,129.0,12.9,True
13719,13716.0,16/6/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Tala,Zynu,tala.zynu@mail.com,Tel: 5575603994,VR Headset,Samsung Odyssey,Samsung Odyssey G9,I470,1.0,1499.0,119.92,True
13720,13717.0,16/6/2023,Saudi Arabia,Riyadh,rd02,24.7743,46.7386,Majdulyn,Bashshar,majdulyn.bashshar@mail.com,Tel: 5452195048,Tablet,Lenovo Tab,Lenovo Tab P11 Plus,W493,2.0,299.0,35.88,False
13721,13718.0,16/6/2023,USA,Washington,wh01,38.9072,-77.0369,Sandra,Hasan,sandra.hasan@mail.com,Tel: 5557484052,Smart Speaker,Harman Kardon,Harman Kardon Citation,B938,1.0,199.0,3.98,False
13722,13719.0,16/6/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Sami,Muhamad,sami.muhamad@mail.com,Tel: 5997195580,Laptop,Acer Swift,Acer Swift 3,T067,3.0,699.0,83.88,True
13723,13720.0,16/6/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Ali,Alqintar,ali.alqintar@mail.com,Tel: 5959797368,Fitness Tracker,Amazfit Bip,Amazfit Bip S,W221,1.0,49.0,4.41,True
13724,13721.0,16/6/2023,Egypt,Asyut,at01,27.1809,31.1837,Muhamad,Husayn,muhamad.husayn@mail.com,Tel: 5579549407,Digital Camera,Panasonic Lumix,Panasonic Lumix ZS200,S348,2.0,799.0,111.86,True
13725,13722.0,16/6/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Ahmad,Bdraldyn,ahmad.bdraldyn@mail.com,Tel: 5687748845,Smart Speaker,Apple HomePod,Apple HomePod mini,Q149,13.0,99.0,115.83,True
13726,13723.0,16/6/2023,France,Paris,ps02,48.8566,2.3522,Tariq,Kalthum,tariq.kalthum@mail.com,Tel: 5483594040,Fitness Tracker,Withings Move,Withings Move ECG,D873,1.0,129.0,2.58,False
13727,13724.0,16/6/2023,Morocco,Casablanca,cs01,33.5731,7.5898,Baha aldiyn,Filyun,baha aldiyn.filyun@mail.com,Tel: 5381398428,VR Headset,HTC Vive,HTC Vive Cosmos,Z948,1.0,699.0,34.95,True
13728,13725.0,16/6/2023,Syria,Damascus,ds02,33.5146,36.3084,Rami,Farahat,rami.farahat@mail.com,Tel: 5724376166,Digital Camera,Sony Cyber-shot,Sony Cyber-shot HX99,K012,1.0,499.0,39.92,False
13729,13726.0,16/6/2023,United Arab Emirates,Abu Dhabi,ad03,24.4539,54.3773,Muhamad,Alqasir,muhamad.alqasir@mail.com,Tel: 5478006262,Fitness Tracker,Amazfit Bip,Amazfit Bip U Pro,Y333,2.0,69.0,9.66,True
13730,13727.0,16/6/2023,France,Paris,ps01,48.8566,2.3522,Sami,Alajw,sami.alajw@mail.com,Tel: 5494408188,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,P826,3.0,349.0,0.0,False
13731,13728.0,16/6/2023,Syria,Homs,hs01,34.7326,36.7136,Salih,Ziada,salih.ziada@mail.com,Tel: 5406362339,Smartwatch,Garmin Venu,Garmin Venu 2S,J212,2.0,349.0,13.96,True
13732,13729.0,16/6/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Tariq,Kiwan,tariq.kiwan@mail.com,Tel: 5520337279,Fitness Tracker,Garmin Approach,Garmin Approach S62,E804,1.0,499.0,34.93,False
13733,13730.0,16/6/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Rima,Hisan,rima.hisan@mail.com,Tel: 5514812994,Smartwatch,Huawei Watch,Huawei Watch Fit 2 Pro,L412,1.0,129.0,5.16,True
13734,13731.0,16/6/2023,Egypt,Cairo,cr03,30.0444,31.2357,Ruaa,Alnuwri,ruaa.alnuwri@mail.com,Tel: 5748535205,Tablet,Samsung Galaxy Tab,Galaxy Tab A8,J860,1.0,199.0,19.9,True
13735,13732.0,16/6/2023,Syria,Homs,hs01,34.7326,36.7136,Muhamad,Almaghribiu,muhamad.almaghribiu@mail.com,Tel: 5405678950,Smart Speaker,Google Nest,Nest Hub (2nd Gen),L043,1.0,99.0,2.97,False
13736,13733.0,16/6/2023,Egypt,Cairo,cr01,30.0444,31.2357,Esamat,Kalthum,esamat.kalthum@mail.com,Tel: 5623150110,Fitness Tracker,Fitbit Charge,Fitbit Charge 4,V985,1.0,149.0,14.9,True
13737,13734.0,16/6/2023,Saudi Arabia,Riyadh,rd03,24.7743,46.7386,Omar,Alkhalid,omar.alkhalid@mail.com,Tel: 5742124218,VR Headset,Pimax Vision,Pimax Vision 8KX,Z398,1.0,999.0,59.94,True
13738,13735.0,16/6/2023,USA,Las Vegas,lv01,36.1699,-115.1398,Muhamad,Abu nasir,muhamad.abu nasir@mail.com,Tel: 5241900629,Headphones,Bose SoundSport,Bose SoundSport Wireless,J730,1.0,129.0,3.87,True
13739,13736.0,16/6/2023,Syria,Aleppo,al01,36.2021,37.1343,Tala,Salih,tala.salih@mail.com,Tel: 5395657257,VR Headset,HP Reverb,HP Reverb G2,G323,2.0,599.0,71.88,False
13740,13737.0,16/6/2023,United Arab Emirates,Abu Dhabi,ad01,24.4539,54.3773,Ahmad,Ayman,ahmad.ayman@mail.com,Tel: 5715522104,Headphones,Sennheiser HD,Sennheiser HD 450BT,K920,2.0,129.0,23.22,True
13741,13738.0,16/6/2023,USA,New York,ny01,40.7128,-74.006,Muhamad,Earmush,muhamad.earmush@mail.com,Tel: 5234084060,Fitness Tracker,Amazfit GTR,Amazfit GTR 3,V236,1.0,169.0,10.14,True
13742,13739.0,16/6/2023,USA,New York,ny01,40.7128,-74.006,Muhamad,Alkhibaz,muhamad.alkhibaz@mail.com,Tel: 5808502969,Digital Camera,Nikon Z Series,Nikon Z7 II,P617,2.0,2299.0,137.94,True
13743,13740.0,16/6/2023,Syria,Aleppo,al01,36.2021,37.1343,Labanaa,Abu,labanaa.abu@mail.com,Tel: 5721296839,Headphones,Bose QuietComfort,QC45,B392,1.0,349.0,3.49,True
13744,13741.0,16/6/2023,USA,New York,ny02,40.7312,-73.9998,Sahar,Almurashihi,sahar.almurashihi@mail.com,Tel: 5328040250,Gaming Console,Retro Console,Super NES Classic,G327,1.0,99.0,9.9,True
13745,13742.0,16/6/2023,Saudi Arabia,Jeddah,jd01,21.5433,39.1728,Muhamad,Ghunum,muhamad.ghunum@mail.com,Tel: 5400128181,Laptop,Microsoft Surface,Surface Laptop 4,Q963,7.0,1299.0,272.79,True
13746,13743.0,16/6/2023,Syria,Aleppo,al01,36.2021,37.1343,Muhamad,Eammar,muhamad.eammar@mail.com,Tel: 5330437538,VR Headset,HTC Vive Pro,HTC Vive Pro 2,N658,13.0,1099.0,142.87,True
13747,13744.0,16/6/2023,France,Paris,ps01,48.8566,2.3522,Emar,Alkinaya,emar.alkinaya@mail.com,Tel: 5429516644,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart HR,B938,1.0,79.0,3.16,True
13748,13745.0,16/6/2023,Egypt,Asyut,at01,27.1809,31.1837,Eala,Zaerur,eala.zaerur@mail.com,Tel: 5155153594,Smartwatch,Fossil Gen,Fossil Gen 6,K140,4.0,299.0,119.6,True
13749,13746.0,16/6/2023,Egypt,Cairo,cr02,30.0444,31.2357,Eala,Dw,eala.dw@mail.com,Tel: 5375153054,Smart Speaker,Harman Kardon,Harman Kardon Allure,Y087,1.0,249.0,24.9,True
13750,13747.0,16/6/2023,Saudi Arabia,Jeddah,jd02,21.4858,39.1925,Ibrahim,Barghaly,ibrahim.barghaly@mail.com,Tel: 5400689036,Smartphone,OnePlus,OnePlus Nord CE 5G,I876,1.0,349.0,13.96,False
13751,13748.0,16/6/2023,France,Paris,ps01,48.8566,2.3522,Tala,Alrifaei,tala.alrifaei@mail.com,Tel: 5047755235,Smartphone,Google Pixel,Google Pixel 6 Pro,B938,4.0,899.0,107.88,False
13752,13749.0,16/6/2023,Egypt,Cairo,cr03,30.0444,31.2357,Ahmad,Asamy,ahmad.asamy@mail.com,Tel: 5858922536,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,J885,1.0,249.0,7.47,False
13753,13750.0,16/6/2023,Egypt,Asyut,at01,27.1809,31.1837,Iad,Hamdu,iad.hamdu@mail.com,Tel: 5261694824,Headphones,Bose SoundSport,Bose SoundSport Wireless,H899,2.0,129.0,2.58,False
13754,13751.0,16/6/2023,Saudi Arabia,Aseer,as01,18.2311,42.5004,Abd albasit,Alhariri,abd albasit.alhariri@mail.com,Tel: 5296478294,VR Headset,Pimax Vision,Pimax Vision 8KX,Z260,1.0,999.0,99.9,True
13755,13752.0,16/6/2023,USA,New York,ny03,40.7498,-73.9814,Karam,Shadi alghazy,karam.shadi alghazy@mail.com,Tel: 5236839307,Smartphone,Google Pixel,Google Pixel 6 Pro,I470,1.0,899.0,89.9,True
13756,13753.0,16/6/2023,France,Paris,ps02,48.8566,2.3522,Karam,Asamh,karam.asamh@mail.com,Tel: 5148628551,Gaming Console,Nintendo Switch,Nintendo Switch OLED Pro,Q963,1.0,449.0,22.45,True
13757,13754.0,16/6/2023,Egypt,Cairo,cr03,30.0444,31.2357,Imran,Alnisrin,imran.alnisrin@mail.com,Tel: 5101672632,Smartwatch,Garmin Venu,Garmin Venu 2S,L061,1.0,349.0,24.43,True
13758,13755.0,16/6/2023,Saudi Arabia,Dammam,dm01,26.3927,49.9777,Asym,Aleid,asym.aleid@mail.com,Tel: 5763021470,VR Headset,Oculus Quest,Oculus Quest 2 (256GB),R777,1.0,399.0,23.94,True
13759,13756.0,16/6/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Madlin,Alasfar,madlin.alasfar@mail.com,Tel: 5042205924,Smartphone,Apple iPhone,iPhone SE,N849,1.0,399.0,3.99,False
13760,13757.0,16/6/2023,Saudi Arabia,Jeddah,jd03,21.4858,39.1925,Abdalrhmin,Alhiwat,abdalrhmin.alhiwat@mail.com,Tel: 5440424048,Smartwatch,Samsung Gear,Samsung Gear Fit 4,B377,1.0,199.0,15.92,False
13761,13758.0,16/6/2023,Saudi Arabia,Riyadh,rd02,24.7743,46.7386,Salih,Altuean,salih.altuean@mail.com,Tel: 5867082330,Laptop,Acer Swift,Acer Swift 5,P826,13.0,999.0,779.22,False
13762,13759.0,16/6/2023,United Arab Emirates,Dubai,db02,25.2048,55.2708,Lwna,Darkzifli,lwna.darkzifli@mail.com,Tel: 5716332982,Smartwatch,Fossil Gen,Fossil Gen 6,Z502,1.0,299.0,14.95,False
13763,13760.0,16/6/2023,Saudi Arabia,Aseer,as01,18.2311,42.5004,Tamadur,Muhamad,tamadur.muhamad@mail.com,Tel: 5171901784,Tablet,Microsoft Surface,Surface Pro 7,Q083,1.0,799.0,63.92,True
13764,13761.0,16/6/2023,Syria,Damascus,ds01,33.5138,36.2765,Zahir,Zaeur,zahir.zaeur@mail.com,Tel: 5618456647,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),S935,1.0,249.0,12.45,True
